,Case Number,Year,Country,Activity,Sex,Age,Fatal (Y/N)
4681,1935.04.12.R,1935,,Diving,F,,N
4682,1935.04.08.R,1935,USA,,M,,N
4683,1935.03.30,1935,AUSTRALIA,Diving from dinghy for trochus shell,M,,N
4684,1935.03.25.R,1935,SOUTH AFRICA,Put foot inside mouth of supposedly dead shark,M,,N
4685,1935.03.20,1935,AUSTRALIA,"Pearl diving, but standing in the water",M,,N
4686,1935.03.13,1935,AUSTRALIA,Hauling in net with shark in it,M,38.0,N
4687,1935.03.11,1935,AUSTRALIA,Surfing,M,,N
4688,1935.03.09,1935,AUSTRALIA,Swimming,M,27.0,Y
4689,1935.03.02,1935,AUSTRALIA,Standing,M,22.0,Y
4690,1935.02.14,1935,AUSTRALIA,Surfing (pneumatic surfboard),M,20.0,N
4691,1935.01.24.b,1935,AUSTRALIA,Fishing,M,,N
4692,1935.01.24.a,1935,AUSTRALIA,Fishing for sharks,,,N
4693,1935.01.21.R,1935,ISRAEL,,,,UNKNOWN
4694,1935.01.17,1935,AUSTRALIA,,M,5.0,N
4695,1934.12.31.b,1934,AUSTRALIA,Splashing,F,13.0,N
4696,1934.12.31.a,1934,AUSTRALIA,Swimming (lead swimmer in race),M,19.0,Y
4697,1934.12.23.b,1934,AUSTRALIA,Taken as he dived into the water,M,14.0,Y
4698,1934.12.23.a,1934,AUSTRALIA,Swimming & splashing,M,12.0,N
4699,1934.10.09,1934,AUSTRALIA,Bathing,F,38.0,Y
4700,1934.10.08,1934,BERMUDA,Fishing,M,,N
4701,1934.10.02,1934,AUSTRALIA,Freediving for trochus shell (submerged),M,,Y
4702,1934.09.08,1934,BERMUDA,Fishing,M,,N
4703,1934.08.27,1934,ITALY,Fishing on a boat,M,,N
4704,1934.08.26.R,1934,ITALY / CROATIA,Swimming,F,,N
4705,1934.08.26,1934,AUSTRALIA,Dived into sea from launch & bitten immediately,M,,Y
4706,1934.08.21,1934,CROATIA,Swimming,F,18.0,Y
4707,1934.08.05,1934,USA,Swimming,M,11.0,N
4708,1934.07.11,1934,AUSTRALIA,Fishing,Unknow,,N
4709,1934.06.21,1934,AUSTRALIA,Fishing,M,,N
4710,1934.06.20,1934,USA,Standing,M,8.0,Y
4711,1934.04.15,1934,AUSTRALIA,Body surfing,M,34.0,N
4712,1934.04.01.c,1934,SOUTH AFRICA,Swimming,M,,Y
4713,1934.04.01.b,1934,SOUTH AFRICA,Swimming ,M,12.0,N
4714,1934.04.01.a,1934,AUSTRALIA,Swimming in waist-deep water ,M,15.0,Y
4715,1934.03.12,1934,AUSTRALIA,Swimming in hip-deep water,M,17.0,Y
4716,1934.03.00,1934,AUSTRALIA,Fishing ,,,N
4717,1934.02.24,1934,AUSTRALIA,Splashing in water ,M,,N
4718,1934.02.22,1934,CHILE,Fell into the water,M,,Y
4719,1934.01.08.R,1934,TURKEY,Fishing,M,,N
4720,1934.01.27,1934,AUSTRALIA,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,M,15.0,N
4721,1934.01.07,1934,AUSTRALIA,Swimming on sandbar adjacent to channel,M,22.0,N
4722,1933.11.20,1933,AUSTRALIA,Free diving for trochus ,M,,Y
4723,1933.11.18,1933,AUSTRALIA,Pearl diving,M,17.0,N
4724,1933.10.25.R,1933,AUSTRALIA,Diving,M,,N
4725,1933.09.27.R,1933,ISRAEL,Fishing,M,,N
4726,1933.08.28.b,1933,USA,"Fishing, caught a 15' shark & took it onboard",M,,N
4727,1933.08.28.a,1933,USA,Bathing,M,,N
4728,1933.08.26.R,1933,USA,Swimming,F,,N
4729,1933.07.07.R,1933,USA,,M,50.0,N
4730,1933.07.03,1933,AUSTRALIA,Pearl diving,M,,N
4731,1933.06.21,1933,USA,Sitting in 3' of water,M,15.0,N
4732,1933.06.16,1933,USA,Standing,F,,N
4733,1933.06.13,1933,AUSTRALIA,Fishing,M,,N
4734,1933.05.24,1933,BARBADOS,Yacht of Michael Howell capsized,,,Y
4735,1933.05.23,1933,AUSTRALIA,Fishing,M,,N
4736,1933.06.08.R,1933,AUSTRALIA,Treading water,M,,N
4737,1933.05.03,1933,CUBA,Swimming to shore from capsized sailboat,M,,Y
4738,1933.04.10,1933,USA,Swimming,M,24.0,Y
4739,1933.02.26,1933,AUSTRALIA,Standing on his hands,M,,N
4740,1933.02.15.R,1933,AUSTRALIA,Diving for trochus  from dinghy when seized by shark 6' below the surface,M,,N
4741,1933.02.14,1933,AUSTRALIA,,,,N
4742,1933.02.12,1933,AUSTRALIA,Fishing,M,,N
4743,1933.01.04,1933,AUSTRALIA,Swimming,M,38.0,Y
4744,1932.12.11.R,1932,AUSTRALIA,,M,,N
4745,1932.12.09.R,1932,NEW ZEALAND,Fishing ,M,,N
4746,1932.11.09,1932,CUBA,Hurricane & Tidal Wave,,,UNKNOWN
4747,1932.10.31,1932,AUSTRALIA,Swimming,M,24.0,N
4748,1932.10.11,1932,CAPE VERDE,Swimming,M,27.0,Y
4749,1932.09.26.R,1932,FIJI,Catching a turtle,M,,N
4750,1932.08.30.b,1932,AUSTRALIA,,M,,N
4751,1932.08.30.a,1932,AUSTRALIA,,M,,N
4752,1932.08.10,1932,USA,Fishing,M,,N
4753,1932.08.09,1932,AUSTRALIA,Pearl diving,M,,N
4754,1932.08.06,1932,BAHAMAS,On expedition filming a feature movie & standing on tripod,M,18.0,N
4755,1932.07.14.R,1932,USA,,M,17.0,Y
4756,1932.07.02,1932,CANADA,"Fishing, hauling in fishing gear",M,,N
4757,1932.06.28,1932,USA,Fishing,M,32.0,N
4758,1932.06.26,1932,USA,Fishing,M,,N
4759,1932.06.20,1932,FIJI,Free diving with goggles,F,,Y
4760,1932.05.12,1932,AUSTRALIA,Pearl diving,M,,Y
4761,1932.05.00,1932,AUSTRALIA,Pearl diving,M,,N
4762,1932.04.16.b,1932,PHILIPPINES,Standing,M,,Y
4763,1932.04.16.a,1932,PHILIPPINES,Standing,F,,Y
4764,1932.02.16,1932,USA,Swimming,M,,N
4765,1932.02.13,1932,AUSTRALIA,Fishing with dynamite,M,,N
4766,1932.02.08,1932,PHILIPPINES,Working near fish traps,M,,Y
4767,1932.01.27,1932,AUSTRALIA,Swimming,M,,N
4768,1932.01.11,1932,AUSTRALIA,Fishing,,,UNKNOWN
4769,1932.01.06,1932,MEXICO,Fishing,M,,Y
4770,1932.00.00,1932,SOUTH AFRICA,Collecting fish by lamplight in gully,M,23.0,N
4771,1931.11.26,1931,AUSTRALIA,Diving for trochus from lugger,M,45.0,N
4772,1931.09.27,1931,JAMAICA,Diving off wharf,M,,Y
4773,1931.09.21.b,1931,USA,Swimming,M,,N
4774,1931.09.21.a,1931,USA,Swimming ,F,20.0,N
4775,1931.09.02,1931,USA,Fishing,M,,Y
4776,1931.08.31,1931,CUBA,Swimming,M,18.0,Y
4777,1931.08.30,1931,USA,,M,,Y
4778,1931.08.27,1931,USA,Fishing for bluefish,,,N
4779,1931.08.25,1931,CUBA,Swimming a quarter mile offshore,M,23.0,Y
4780,1931.08.23,1931,CUBA,Swimming ,M,,Y
4781,1931.08.18,1931,USA,Swimming,M,,N
4782,1931.08.06.R,1931,USA,Swimming,M,,N
4783,1931.08.01,1931,AUSTRALIA,Fell overboard?,M,,Y
4784,1931.07.28.R,1931,FIJI,Swimming,M,,N
4785,1931.07.15,1931,USA,Swimming,M,,N
4786,1931.06.14,1931,USA,"Fishing, had just speared a ulua",M,,N
4787,1931.06.13,1931,USA,Gaffing & attempting to bring onboard a harpooned shark,M,,N
4788,1931.06.04.R,1931,USA,Crabbing,M,,N
4789,1931.05.02,1931,AUSTRALIA,,,,N
4790,1931.04.27.R,1931,,"Fishing, boat capsized",M,,Y
4791,1931.03.22,1931,AUSTRALIA,Fishing with a cast net,M,19.0,Y
4792,1931.03.15,1931,TURKEY,Fishing,,,N
4793,1931.03.06,1931,AUSTRALIA,"Fishing, hauling in net, shark in net",M,,N
4794,1931.02.10,1931,AUSTRALIA,Swimming ,M,39.0,Y
4795,1931.01.24,1931,AUSTRALIA,,M,,N
4796,1931.01.14,1931,AUSTRALIA,Pearl diving,M,,N
4797,1931.01.07,1931,AUSTRALIA,Swimming,M,18.0,N
4798,1931.00.00.b,1931,TONGA,"Swimming, carrying tin can with mail to steamer",M,,Y
4799,1931.00.00.a,1931,PAPUA NEW GUINEA,,,,UNKNOWN
4800,1930.12.25,1930,AUSTRALIA,Swimming,M,49.0,N
4801,1930.12.13,1930,AUSTRALIA,Fell overboard,M,,Y
4802,1930.12.02,1930,AUSTRALIA,Fishing,,,N
4803,1930.12.00,1930,AUSTRALIA,,M,,Y
4804,1930.11.30,1930,AUSTRALIA,Thrown into water from fishing dinghy,M,,N
4805,1930.09.26.R,1930,HONDURAS,Swimming,M,,Y
4806,1930.09.12.R,1930,AZORES,,,,N
4807,1930.08.31,1930,AUSTRALIA,Fishing,M,17.0,N
4808,1930.08.16,1930,SPAIN,Swimming,M,38.0,N
4809,1930.08.06,1930,USA,Swimming,M,,N
4810,1930.07.19,1930,CUBA,Swimming,M,29.0,N
4811,1930.07.11,1930,USA,Swimming,M,21.0,N
4812,1930.06.04,1930,AUSTRALIA,,M,,Y
4813,1930.05.27,1930,USA,Swimming / floating,M,,N
4814,1930.05.11.R,1930,TURKEY,Fishing,M,,N
4815,1930.05.11,1930,COSTA RICA,Air disaster,,,Y
4816,1930.04.08,1930,SOUTH AFRICA,,M,17.0,Y
4817,1930.03.07.R,1930,USA,Sponge diving,M,,N
4818,1930.02.20,1930,AUSTRALIA,Pearl diving,M,19.0,N
4819,1930.02.15,1930,AUSTRALIA,Diving off pier & treading water,M,18.0,Y
4820,1930.02.03.R,1930,AUSTRALIA,Removing shark from a trap,M,,N
4821,1930.01.22,1930,MEXICO,Fishing schooner Jose Luis foundered,,,Y
4822,1930.01.16,1930,SOUTH AFRICA,Swimming,M,23.0,N
4823,1930.01.00,1930,MAURITIUS,Swimming to shore after a squall  capsized their motorized shark fishing boat,M,,Y
4824,1930.00.00.c,1930,OKINAWA,,M,17.0,N
4825,1930.00.00.a,1930,SOUTH AFRICA,Swimming,M,,Y
4826,1929.12.26,1929,AUSTRALIA,Diving by wharf,M,16.0,Y
4827,1929.12.21,1929,AUSTRALIA,Diving,M,,N
4828,1929.12.16,1929,AUSTRALIA,Bathing or body surfing ,F,17.0,N
4829,1929.12.13,1929,AUSTRALIA,Pearl diving,M,,N
4830,1929.12.03.R,1929,AUSTRALIA,,M,,Y
4831,1929.11.29,1929,KIRIBATI,"Sea Disaster, wreck of the  SS Norwich City",,,Y
4832,1929.11.21,1929,CUBA,Fishing,M,,N
4833,1929.10.20,1929,AUSTRALIA,Pearl diving,M,,N
4834,1929.10.02,1929,SPAIN,Fishing ,M,,N
4835,1929.09.01,1929,AUSTRALIA,Fell from wharf into water & attacked immediately,M,42.0,Y
4836,1929.08.05,1929,USA,Bathing,M,,N
4837,1929.07.29,1929,MEXICO,Swimming,M,,N
4838,1929.07.17.R,1929,CAPE VERDE,,F,,Y
4839,1929.06.23,1929,USA,Fishing,M,,N
4840,1929.05.31,1929,AUSTRALIA,Pearl diving,M,,N
4841,1929.04.26.R,1929,AUSTRALIA,Diving for trepang,M,,N
4842,1929.04.17.R,1929,AUSTRALIA,Diving for trochus,M,,N
4843,1929.04.11,1929,AUSTRALIA,Standing in knee-deep water,M,19.0,N
4844,1929.04.09,1929,AUSTRALIA,,M,,Y
4845,1929.04.04,1929,AUSTRALIA,Swimming between boats,M,,Y
4846,1929.03.16,1929,USA,Swimming,M,26.0,N
4847,1929.03.12,1929,AUSTRALIA,Bathing,M,,Y
4848,1929.03.04.b,1929,AUSTRALIA,Launching rowboat through the surf,M,9.0,N
4849,1929.03.04.a,1929,AUSTRALIA,Launching rowboat through the surf,M,12.0,N
4850,1929.02.18,1929,AUSTRALIA,Body surfing,M,20.0,Y
4851,1929.02.09,1929,AUSTRALIA,Canoeing,,,N
4852,1929.02.08,1929,AUSTRALIA,Swimming,M,39.0,Y
4853,1929.01.27,1929,AUSTRALIA,Swimming,M,,Y
4854,1929.01.14,1929,NEW ZEALAND,Bathing,F,,N
4855,1929.01.12,1929,AUSTRALIA,Body surfing,M,14.0,Y
4856,1929.01.06.R,1929,TURKEY,Fishing boat,M,,Y
4857,1929.01.05,1929,FIJI,Diving for coins thrown from ship S.S. Moeraki,M,,Y
4858,1929.00.00.e.R,1929,AUSTRALIA,Swimming,M,,N
4859,1929.00.00.d,1929,AUSTRALIA,"Wading, netting fish",M,,N
4860,1929.00.00.c,1929,USA,Fishing,M,,N
4861,1929.00.00.b,1929,AUSTRALIA,,M,,N
4862,1929.00.00.a,1929,USA,Hardhat diving ,M,27.0,N
4863,1928.12.21,1928,AUSTRALIA,Pearl diving,M,,N
4864,1928.11.18,1928,USA,Fishing,M,,N
4865,1928.11.15.R,1928,INDIA,,M,24.0,N
4866,1928.11.12,1928,USA,"Sea Disaster, sinking of the  SS Vestris",M,,Y
4867,1928.11.04,1928,PANAMA,Swimming,M,17.0,Y
4868,1928.09.00,1928,USA,Fishing,M,,N
4869,1928.08.24.R,1928,USA,,M,,UNKNOWN
4870,1928.07.11,1928,AUSTRALIA,Pearl diving,M,,N
4871,1928.07.00,1928,ITALY,Boating,M,,N
4872,1928.06.24.R,1928,USA,Swimming,M,,N
4873,1928.05.17,1928,INDIA,,M,,UNKNOWN
4874,1928.04.14.R,1928,AUSTRALIA,Fishing,M,,N
4875,1928.04.14,1928,AUSTRALIA,Treading water,M,19.0,N
4876,1928.04.09,1928,JAMAICA,Diving,M,,Y
4877,1928.04.06,1928,AUSTRALIA,Bathing,M,15.0,N
4878,1928.04.04,1928,AUSTRALIA,Standing in waist-deep water,M,28.0,Y
4879,1928.03.28.R,1928,AUSTRALIA,,M,,N
4880,1928.02.20,1928,AUSTRALIA,Pearl diving,M,,Y
4881,1928.02.00.b,1928,COSTA RICA,Swimming,F,,N
4882,1928.02.00.a,1928,COSTA RICA,Swimming,M,,N
4883,1928.01.27,1928,AUSTRALIA,Retrieving meat from a cage in the water,M,78.0,Y
4884,1928.01.21.b,1928,USA,Swimming,,,Y
4885,1928.01.21.a,1928,USA,Jumped overboard and swimming,M,,Y
4886,1928.01.02,1928,SOUTH AFRICA,,F,,N
4887,1928.01.00,1928,SOUTH AFRICA,Body surfing,M,18.0,N
4888,1928.00.00,1928,SOUTH AFRICA,Standing,M,25.0,N
4889,1927.12.28,1927,SOUTH AFRICA,Swimming,M,17.0,Y
4890,1927.11.03,1927,AUSTRALIA,The steamer Tahiti collided with the ferry Greycliffe,,,Y
4891,1927.10.25,1927,BRAZIL,Italian liner Principessa Mafalda sank,,,Y
4892,1927.10.12,1927,AUSTRALIA,Riding horseback across the creek,M,,N
4893,1927.10.00,1927,FIJI,"Standing, collecting bananas",M,,N
4894,1927.07.03,1927,AUSTRALIA,,,,N
4895,1927.05.29,1927,PHILIPPINES,Sea disaster,,,Y
4896,1927.05.09.R,1927,AUSTRALIA,Walking,M,,Y
4897,1927.04.10,1927,AUSTRALIA,Diving,M,,N
4898,1927.04.08,1927,AUSTRALIA,Pearl diving,M,,N
4899,1927.03.01,1927,AUSTRALIA,Body surfing / treading water,M,17.0,N
4900,1927.02.14,1927,NICARAGUA,Feeling the sharks teeth,M,,N
4901,1927.02.09,1927,AUSTRALIA,Attempting to rescue drowning man,M,,N
4902,1927.02.00,1927,NEW ZEALAND,Fishing,M,70.0,N
4903,1927.01.20,1927,SOUTH AFRICA,Body surfing,M,,N
4904,1927.01.08.R,1927,USA,Swimming,M,,N
4905,1927.01.03,1927,AUSTRALIA,Swimming,M,15.0,Y
4906,1927.00.00.b,1927,AUSTRALIA,Swimming,M,10.0,Y
4907,1927.00.00.a,1927,AUSTRALIA,Pearl diving,M,,N
4908,1926.12.02.R,1926,AUSTRALIA,Diving for trochus,M,,Y
4909,1926.11.17,1926,AUSTRALIA,Diving,M,,N
4910,1926.10.29.R,1926,PAPUA NEW GUINEA,Jumped into the water,M,,Y
4911,1926.10.23.b,1926,AUSTRALIA,Bathing,M,17.0,N
4912,1926.10.23.a,1926,BERMUDA,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,,,N
4913,1926.09.06.R,1926,PAPUA NEW GUINEA,Jumped out of canoe,M,,Y
4914,1926.08.24,1926,USA,Swimming,M,18.0,Y
4915,1926.07.23,1926,ITALY,Swimming,M,20.0,Y
4916,1926.07.12,1926,USA,Fishing,M,,N
4917,1926.07.08,1926,USA,Swimming with dog near canning factory,M,15.0,N
4918,1926.07.03,1926,SPAIN,Bathing,M,,N
4919,1926.05.18,1926,USA,Swimming,M,,Y
4920,1926.04.22,1926,SOUTH ATLANTIC OCEAN,Fell overboard from SS Ripley Castle,M,26.0,N
4921,1926.04.07,1926,USA,Swimming,F,,N
4922,1926.03.17,1926,AUSTRALIA,Swimming ,F,,Y
4923,1926.01.26,1926,SOUTH AFRICA,Swimming,M,,N
4924,1926.01.00,1926,AUSTRALIA,,M,,N
4925,1926.00.00.d,1926,MONACO,,M,,Y
4926,1926.00.00.c,1926,NEW ZEALAND,Shark hoisted on board liner Tahiti,M,,N
4927,1926.00.00.b,1926,SINGAPORE,Dived onto shark from floating stage,F,,Y
4928,1926.00.00.a,1926,SOUTH AFRICA,Swimming to mail boat,M,,UNKNOWN
4929,1925.11.22,1925,AUSTRALIA,Floating on his back,M,55.0,Y
4930,1925.11.00.b,1925,USA,,,,N
4931,1925.11.00.a,1925,USA,,M,,N
4932,1925.09.04,1925,SPAIN,Fishing,M,,N
4933,1925.09.03,1925,ENGLAND,Fishing,M,,N
4934,1925.08.02,1925,USA,Swimming,F,,N
4935,1925.06.15,1925,AUSTRALIA,,,,UNKNOWN
4936,1925.05.00,1925,USA,,M,,N
4937,1925.03.27,1925,AUSTRALIA,Bathing in waist-deep water,M,16.0,N
4938,1925.03.12,1925,AUSTRALIA,Swimming,M,16.0,Y
4939,1925.03.10,1925,PAPUA NEW GUINEA,Swimming,M,,Y
4940,1925.01.27.R,1925,USA,Swimming,M,,N
4941,1925.01.08,1925,CANADA,"Diving, repairing water main at depth of 90'",M,,N
4942,1925.00.00,1925,FIJI,Diving for coins tossed from passenger ship,M,,N
4943,1924.11.25,1924,MEXICO,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,F,,Y
4944,1924.11.24,1924,PANAMA,"Inebriated, woke from sleep and fell off deck into the water ",M,35.0,N
4945,1924.11.21,1924,USA,Bathing,M,35.0,Y
4946,1924.10.31.R,1924,FRENCH POLYNESIA,Pearl diving,M,,N
4947,1924.10.18,1924,AUSTRALIA,Bathing,M,,N
4948,1924.07.31,1924,USA,Standing,M,,N
4949,1924.07.14,1924,ENGLAND,Fishing for mackerel,M,,N
4950,1924.07.04,1924,USA,Fishing,M,,N
4951,1924.06.18,1924,USA,Removing shark from a net,M,,N
4952,1924.04.25,1924,AUSTRALIA,"Fishing, fell in water & swimming strongly to shore",M,20.0,Y
4953,1924.04.22,1924,PANAMA,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",M,21.0,N
4954,1924.04.20,1924,AUSTRALIA,Swimming ,M,,N
4955,1924.03.28.R,1924,SOLOMON ISLANDS,Swimming,M,,N
4956,1924.03.24,1924,SPAIN,Fishing,,,N
4957,1924.02.13,1924,AUSTRALIA,Bathing in 5' of water,F,30.0,N
4958,1924.02.08,1924,AUSTRALIA,Bathing,M,,UNKNOWN
4959,1924.01.29,1924,SOUTH AFRICA,Swimming,M,22.0,Y
4960,1924.01.25,1924,SOUTH AFRICA,Swimming,M,,N
4961,1924.01.19,1924,AUSTRALIA,Had just dived into water & was swimming,M,16.0,Y
4962,1923.12.12,1923,AUSTRALIA,Swimming,M,,N
4963,1923.12.02,1923,AUSTRALIA,"Fishing, standing in waist-deep water",M,,Y
4964,1923.11.23,1923,AUSTRALIA,Dry shelling,M,,Y
4965,1923.11.02,1923,AUSTRALIA,Fishing,M,,Y
4966,1923.10.20,1923,AUSTRALIA,Sailing,M,,Y
4967,1923.10.17,1923,AUSTRALIA,Fishing,,,N
4968,1923.10.16,1923,AUSTRALIA,Pearl diving,M,,N
4969,1923.08.08,1923,GUYANA,Fishing,M,,N
4970,1923.07.02.R,1923,AUSTRALIA,Diving for pearl,M,,N
4971,1923.06.16,1923,AUSTRALIA,"After rowing skiff was holed by shark, he was attempting to swim ashore",M,,Y
4972,1923.06.06,1923,MEXICO,Dismantling cable buoys of the cable ship All America,,,N
4973,1923.05.23.R,1923,AUSTRALIA,Wading,M,,N
4974,1923.05.22,1923,AUSTRALIA,Diving?,M,,Y
4975,1923.03.18,1923,AUSTRALIA,Diving,M,,N
4976,1923.02.00,1923,USA,Swimming ,M,25.0,N
4977,1923.01.27.b,1923,AUSTRALIA,,M,,UNKNOWN
4978,1923.01.27.a,1923,AUSTRALIA,Swimming,M,13.0,Y
4979,1923.01.13,1923,CUBA,seaplane Columbus ditched in the sea,M,,Y
4980,1923.00.00.c,1923,USA,Fishing,M,,N
4981,1923.00.00.b,1923,PHILIPPINES,,M,,Y
4982,1923.00.00.a,1923,USA,Hoisting shark aboard fishing boat,M,,N
4983,1923.00.00.a,1922,USA,Hoisting shark aboard fishing boat,M,,N
4984,1922.12.14,1922,USA,Bathing,F,,Y
4985,1922.12.05,1922,AUSTRALIA,Bathing in 3' to 4' of water,M,19.0,Y
4986,1922.09.29,1922,BARBADOS,Fishing,M,16.0,Y
4987,1922.10.29,1922,AUSTRALIA,Sailing,M,,UNKNOWN
4988,1922.09.28,1922,USA,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",M,,N
4989,1922.09.26.R,1922,ENGLAND,Swimming ,M,,Y
4990,1922.09.21.R,1922,USA,Fishing,,,N
4991,1922.07.19,1922,USA,,M,,N
4992,1922.06.17,1922,USA,Floating,F,18.0,Y
4993,1922.05.24,1922,JAMAICA,Swimming,M,19.0,Y
4994,1922.05.06,1922,SOUTH AFRICA,Swimming,M,18.0,N
4995,1922.04.26,1922,AUSTRALIA,Swimming,M,,Y
4996,1922.03.20,1922,JAMAICA,Fishing,M,,N
4997,1922.03.13,1922,JAMAICA,Standing,F,14.0,Y
4998,1922.03.02,1922,AUSTRALIA,Bathing in knee-deep water,M,21.0,Y
4999,1922.02.22.R,1922,AUSTRALIA,Swimming,M,,Y
5000,1922.02.04,1922,AUSTRALIA,Swimming,M,18.0,Y
5001,1922.01.28.R,1922,IRAQ,Bathing,M,,Y
5002,1922.01.15,1922,AUSTRALIA,Swimming ,M,54.0,Y
5003,1922.01.13,1922,AUSTRALIA,Standing,M,,N
5004,1922.01.04,1922,AUSTRALIA,Surfing,M,26.0,Y
5005,1921.12.11,1921,AUSTRALIA,Swimming,M,20.0,N
5006,1921.11.27.b,1921,AUSTRALIA,Fell from his father's back into the water,M,8.0,Y
5007,1921.11.27.a,1921,AUSTRALIA,"Wading to dinghy, carrying his son",M,40.0,N
5008,1921.11.15.R,1921,FIJI,Swimming,,,Y
5009,1921.10.12,1921,AUSTRALIA,Diving for beche-de-mer ,M,,N
5010,1921.10.04,1921,AUSTRALIA,Diving for beche-de-mer,M,22.0,Y
5011,1921.09.00,1921,ENGLAND,Fishing,M,,N
5012,1921.08.29.R,1921,AUSTRALIA,,M,,N
5013,1921.08.28,1921,PHILIPPINES,Swimming,M,21.0,Y
5014,1921.01.11.R,1921,PHILIPPINES,,,,UNKNOWN
5015,1920.11.29,1920,AUSTRALIA,Wading,M,,N
5016,1921.08.22,1921,HAITI,Dived into a school of baitfish,M,,Y
5017,1920.11.22,1920,AUSTRALIA,Standing,M,,N
5018,1920.11.04,1920,PHILIPPINES,The coastwise steamer San Basilio capsized in a typhoon,,,Y
5019,1920.07.14,1920,USA,Swimming ,M,30.0,Y
5020,1920.07.05.R,1920,AUSTRALIA,Diving for trochus shell,M,,N
5021,1920.06.29,1920,USA,Swimming ,M,13.0,N
5022,1920.06.27,1920,CANADA,Harpooned shark,,,N
5023,1920.03.08,1920,AUSTRALIA,"Boat capsized, swimming to shore",M,20.0,N
5024,1920.01.24.R.b,1920,AUSTRALIA,Diving,M,,N
5025,1920.02.03,1920,SOUTH AFRICA,Floating face down,F,18.0,N
5026,1920.01.24.R.a,1920,AUSTRALIA,Free diving,M,,Y
5027,1920.01.15,1920,AUSTRALIA,Swimming ,M,12.0,Y
5028,1920.00.00.b,1920,JAMAICA,Jumped overboard,M,,Y
5029,1920.00.00.b,1920,NEW ZEALAND,,F,,N
5030,1920.00.00.a,1920,SOUTH AFRICA,Splashing,M,12.0,N
5031,1919.12.30.R,1919,AUSTRALIA,Swimming,M,29.0,N
5032,1919.12.07,1919,AUSTRALIA,Swimming,M,47.0,Y
5033,1919.11.18,1919,AUSTRALIA,Sitting in a boat,M,,N
5034,1919.09.12,1919,COSTA RICA,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,M,,Y
5035,1919.08.10,1919,USA,Swimming,M,,N
5036,1919.05.29,1919,USA,"""Swimming vigorously""",M,,N
5037,1919.04.06,1919,USA,Knocked into the water,M,,Y
5038,1919.03.16,1919,AUSTRALIA,Cutter capsized,M,,UNKNOWN
5039,1919.01.17,1919,AUSTRALIA,Swimming,M,,N
5040,1919.01.15,1919,NEW ZEALAND,Swimming,F,,N
5041,1919.01.09,1919,AUSTRALIA,Wading,M,13.0,Y
5042,1919.01.05,1919,AUSTRALIA,Wading (shrimping),M,38.0,Y
5043,1900.00.00.R,1919,ITALY,Fishing,M,,N
5044,1919.00.00,1919,USA,Swimming,F,,N
5045,1918.11.00.b,1918,USA,Fishing,M,,Y
5046,1918.11.00.a,1918,SAN DOMINGO,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,M,,Y
5047,1918.09.19,1918,AUSTRALIA,Bathing,M,22.0,Y
5048,1918.03.22,1918,AUSTRALIA,Surfing,M,,N
5049,1918.00.00,1918,AUSTRALIA,Diving,M,,N
5050,1917.12.15,1917,AUSTRALIA,Swimming,M,,N
5051,1917.11.00,1917,MOZAMBIQUE,Wreck of the tug Magellan,M,,Y
5052,1917.09.21,1917,USA,"Swimming, towing an empty barrel",M,,N
5053,1917.09.09,1917,USA,Stuffing a shark into an automobile,M,,N
5054,1917.09.00,1917,PANAMA,Swimming to shore from the Medic,M,,Y
5055,1917.07.18,1917,USA,Diving,M,,Y
5056,1917.07.15,1917,IRELAND,Ship Mariston torpedoed & sunk,M,,Y
5057,1917.06.03,1917,USA,Swimming beside launch,M,,N
5058,1917.05.31,1917,PHILIPPINES,Swimming,M,,Y
5059,1917.05.05,1917,KUWAIT,Diving for pearls,M,,N
5060,1917.00.00,1917,LIBYA,Diving for sponges,M,,N
5061,1916.12.30,1916,AUSTRALIA,Bathing,M,25.0,N
5062,1916.12.08.b,1916,AUSTRALIA,Taking wife to beach & about 1 m from the shore,M,41.0,Y
5063,1916.12.08.a,1916,AUSTRALIA,Swimming 10 m from shore,F,,N
5064,1916.11.15,1916,PANAMA,,M,,N
5065,1916.11.10,1916,AUSTRALIA,Swimming,M,,Y
5066,1916.11.09,1916,AUSTRALIA,Bathing,M,27.0,Y
5067,1916.10.11,1916,USA,"Fishing, attempted to take a netted shark",M,,Y
5068,1916.08.24,1916,USA,Netting shrimp,M,,N
5069,1916.07.26,1916,USA,Fishing,M,,N
5070,1916.07.13.b,1916,USA,Swimming,F,,N
5071,1916.07.13,1916,USA,Swimming,M,,N
5072,1916.07.12.c,1916,USA,Swimming,M,12.0,N
5073,1916.07.12.b,1916,USA,Swimming (recovering remains of Stilwell) ,M,24.0,Y
5074,1916.07.12.a,1916,USA,Swimming,M,10.0,Y
5075,1916.07.11,1916,BAHAMAS,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,M,,Y
