,Country,Year,Hemisphere,Season,Date,Case Number,Fatal (Yes/No),pdf,href formula
2311,USA,1992,Northern Hemisphere,Summer,Sep-92,1992.09.00,N,1992.09.00-surf-fisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.09.00-surf-fisherman.pdf
2312,BAHAMAS,1992,Northern Hemisphere,Summer,29-Aug-92,1992.08.29,N,1992.08.29-Fortunato.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.29-Fortunato.pdf
2313,AUSTRALIA,1992,Southern Hemisphere,Winter,25-Aug-92,1992.08.25,N,1992.08.25-Bates.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.25-Bates.pdf
2314,USA,1992,Northern Hemisphere,Summer,21-Aug-92,1992.08.21,Y,1992.08.21-Shishido.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.21-Shishido.pdf
2315,USA,1992,Northern Hemisphere,Summer,18-Aug-92,1992.08.18,N,1992.08.18-Caruso_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.18-Caruso_Collier.pdf
2316,USA,1992,Northern Hemisphere,Summer,17-Aug-92,1992.08.17,N,1992.08.17-Duguid.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.17-Duguid.pdf
2317,USA,1992,Northern Hemisphere,Summer,Aug-92,1992.08.00,UNKNOWN,1992.08.00-NV-StLucieFisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.08.00-NV-StLucieFisherman.pdf
2318,USA,1992,Northern Hemisphere,Summer,23-Jul-92,1992.07.23,Y,1992.07.23-Popa.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.07.23-Popa.pdf
2319,USA,1992,Northern Hemisphere,Summer,21-Jul-92,1992.07.21,N,1992.07.21-Suits.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.07.21-Suits.pdf
2320,BRAZIL,1992,Southern Hemisphere,Winter,08-Jul-92,1992.07.08.b,N,1992.07.08.b-LG.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.07.08.b-LG.pdf
2321,BRAZIL,1992,Southern Hemisphere,Winter,08-Jul-92,1992.07.08.a,N,1992.07.08.a-MS.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.07.08.a-MS.pdf
2322,BRAZIL,1992,Southern Hemisphere,Fall,28-Jun-92,1992.06.28.b,Y,1992.06.28.b-Piedade-Brazil.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.06.28.b-Piedade-Brazil.pdf
2323,REUNION,1992,Southern Hemisphere,Fall,28-Jun-92,1992.06.28.a,Y,1992.06.28.a-Mercredi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.06.28.a-Mercredi.pdf
2324,VANUATU,1992,Southern Hemisphere,Fall,19-Jun-92,1992.06.19,N,1992.06.19-AndreaRush.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.06.19-AndreaRush.pdf
2325,JAPAN,1992,Northern Hemisphere,Spring,17-Jun-92,1992.06.17,N,1992.06.17-Ueda.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.06.17-Ueda.pdf
2326,REUNION,1992,Southern Hemisphere,Fall,Jun-92,1992.06.00,N,1992.06.00-ReunionDiver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.06.00-ReunionDiver.pdf
2327,USA,1992,Northern Hemisphere,Spring,31-May-92,1992.05.31,Y,1992.05.31-Weathers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.05.31-Weathers.pdf
2328,REUNION,1992,Southern Hemisphere,Fall,22-May-92,1992.05.22,Y,1992.05.22-Nativel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.05.22-Nativel.pdf
2329,MEXICO,1992,Northern Hemisphere,Spring,May-92,1992.05.00,N,1992.05.00-Caloyianis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.05.00-Caloyianis.pdf
2330,NEW ZEALAND,1992,Southern Hemisphere,Fall,24-Apr-92,1992.04.24,N,1992.04.24-Fraser.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.04.24-Fraser.pdf
2331,SOUTH AFRICA,1992,Southern Hemisphere,Fall,09-Apr-92,1992.04.09,N,1992.04.09-Harmer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.04.09-Harmer.pdf
2332,USA,1992,Northern Hemisphere,Winter,28-Mar-92,1992.03.28,N,1992.03.28-Chamberlin.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.03.28-Chamberlin.pdf
2333,AUSTRALIA,1992,Southern Hemisphere,Summer,10-Mar-92,1992.03.10,N,1992.03.10-Jepson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.03.10-Jepson.pdf
2334,JAPAN,1992,Northern Hemisphere,Winter,08-Mar-92,1992.03.08.c,Y,1992.03.08.c-Harada.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.03.08.c-Harada.pdf
2335,JAPAN,1992,Northern Hemisphere,Winter,08-Mar-92,1992.03.08.b,N,1992.03.08.b-Takasaki.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.03.08.b-Takasaki.pdf
2336,USA,1992,Northern Hemisphere,Winter,08-Mar-92,1992.03.08.a,N,1992.03.08.a-Allman-Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.03.08.a-Allman-Collier.pdf
2337,USA,1992,Northern Hemisphere,Winter,19-Feb-92,1992.02.19,Y,1992.02.19 - Adona.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.02.19 - Adona.pdf
2338,JAPAN,1992,Northern Hemisphere,Winter,14-Feb-92,1992.02.14,N,1992.02.14-Koji-Harada.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.02.14-Koji-Harada.pdf
2339,AUSTRALIA,1992,Southern Hemisphere,Summer,09-Feb-92,1992.02.09,N,1992.02.09-Fitzpatrick.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.02.09-Fitzpatrick.pdf
2340,REUNION,1992,Southern Hemisphere,Summer,29-Jan-92,1992.01.29.b,N,1992.01.29.b-Carnoy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.29.b-Carnoy.pdf
2341,AUSTRALIA,1992,Southern Hemisphere,Summer,29-Jan-92,1992.01.29.a,N,1992.01.29.a-Bayliss.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.29.a-Bayliss.pdf
2342,SOUTH AFRICA,1992,Southern Hemisphere,Summer,23-Jan-92,1992.01.23,N,1992.01.23-Shaik.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.23-Shaik.pdf
2343,SOUTH AFRICA,1992,Southern Hemisphere,Summer,08-Jan-92,1992.01.08,N,1992.01.08-vanHuysteen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.08-vanHuysteen.pdf
2344,MAURITIUS,1992,Southern Hemisphere,Summer,06-Jan-92,1992.01.06,N,1992.01.06-Mauritius.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.06-Mauritius.pdf
2345,JAPAN,1992,Northern Hemisphere,Winter,03-Jan-92,1992.01.03,N,1992.01.03-Japan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.03-Japan.pdf
2346,JAPAN,1992,Northern Hemisphere,Winter,Jan-92,1992.01.00,N,1992.01.00-Nakamura.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.01.00-Nakamura.pdf
2347,FIJI,1992,Southern Hemisphere,1992,1992,1992.00.00,Y,1992.00.00-NV-Davies.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1992.00.00-NV-Davies.pdf
2348,USA,1991,Northern Hemisphere,Fall,04-Dec-91,1991.12.04,N,1991.12.04-Abernathy_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.12.04-Abernathy_Collier.pdf
2349,USA,1991,Northern Hemisphere,Fall,26-Nov-91,1991.11.26.b,Y,1991.11.26.b-Morrell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.11.26.b-Morrell.pdf
2350,USA,1991,Northern Hemisphere,Fall,26-Nov-91,1991.11.26.a,N,1991.11.26.a-Sourisseau.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.11.26.a-Sourisseau.pdf
2351,USA,1991,Northern Hemisphere,Fall,19-Nov-91,1991.11.19,Y,1991.11.19-Park.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.11.19-Park.pdf
2352,USA,1991,Northern Hemisphere,Fall,14-Nov-91,1991.11.14,N,1991.11.14-Saenza.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.11.14-Saenza.pdf
2353,AUSTRALIA,1991,Southern Hemisphere,Spring,Nov-91,1991.11.00,N,1991.11.00-Wittorff.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.11.00-Wittorff.pdf
2354,USA,1991,Northern Hemisphere,Fall,12-Oct-91,1991.10.12,N,1991.10.12-CliffTurner.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.10.12-CliffTurner.pdf
2355,USA,1991,Northern Hemisphere,Fall,05-Oct-91,1991.10.05,N,1991.10.05-Ferreira_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.10.05-Ferreira_Collier.pdf
2356,BAHAMAS,1991,Northern Hemisphere,Summer,19-Sep-91,1991.09.19,Y,1991.09.19-Huneidi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.09.19-Huneidi.pdf
2357,AUSTRALIA,1991,Southern Hemisphere,Winter,08-Sep-91,1991.09.08,Y,1991.09.08-Lee.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.09.08-Lee.pdf
2358,AUSTRALIA,1991,Southern Hemisphere,Winter,30-Aug-91,1991.08.30,N,1991.08.30-fisherman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.08.30-fisherman.pdf
2359,USA,1991,Northern Hemisphere,Summer,26-Aug-91,1991.08.26,N,1991.08.26-Hibshman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.08.26-Hibshman.pdf
2360,USA,1991,Northern Hemisphere,Summer,12-Aug-91,1991.08.12,N,1991.08.12-Johnson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.08.12-Johnson.pdf
2361,USA,1991,Northern Hemisphere,Summer,09-Aug-91,1991.08.09,N,1991.08.09-Donnell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.08.09-Donnell.pdf
2362,ITALY,1991,Northern Hemisphere,Summer,30-Jul-91,1991.07.30,N,1991.07.30-Ivana-Iacaccia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.07.30-Ivana-Iacaccia.pdf
2363,USA,1991,Northern Hemisphere,Summer,27-Jul-91,1991.07.27,N,1991.07.27-Yarber.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.07.27-Yarber.pdf
2364,USA,1991,Northern Hemisphere,Summer,18-Jul-91,1991.07.18,N,1991.07.18-Myers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.07.18-Myers.pdf
2365,USA,1991,Northern Hemisphere,Summer,07-Jul-91,1991.07.07,N,1991.07.07-Garcia.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.07.07-Garcia.pdf
2366,REUNION,1991,Southern Hemisphere,Winter,01-Jul-91,1991.07.01.b,N,1991.07.01.b-Llovera.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.07.01.b-Llovera.pdf
2367,USA,1991,Northern Hemisphere,Summer,01-Jul-91,1991.07.01.a,N,1991.07.01.a-Larsen_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.07.01.a-Larsen_Collier.pdf
2368,USA,1991,Northern Hemisphere,Summer,Jul-91,1991.07.00,N,1991.07.00-Hootman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.07.00-Hootman.pdf
2369,HONG KONG,1991,Northern Hemisphere,Spring,29-Jun-91,1991.06.29,Y,1991.06.29-NV-HongKong.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.06.29-NV-HongKong.pdf
2370,HONG KONG,1991,Northern Hemisphere,Spring,28-Jun-91,1991.06.28,Y,1991.06.28-HongKong.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.06.28-HongKong.pdf
2371,USA,1991,Northern Hemisphere,Spring,26-Jun-91,1991.06.26,N,1991.06.26-JoeBosque.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.06.26-JoeBosque.pdf
2372,USA,1991,Northern Hemisphere,Spring,07-Jun-91,1991.06.07.b,N,1991.06.07.b-LePrevost.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.06.07.b-LePrevost.pdf
2373,HONG KONG,1991,Northern Hemisphere,Spring,07-Jun-91,1991.06.07.a,Y,1991.06.07.a-YeungTam-ho.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.06.07.a-YeungTam-ho.pdf
2374,USA,1991,Northern Hemisphere,Spring,26-May-91,1991.05.26,N,1991.05.26-Betz.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.05.26-Betz.pdf
2375,SOUTH AFRICA,1991,Southern Hemisphere,Fall,19-May-91,1991.05.19,N,1991.05.19-Marais-Jordaan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.05.19-Marais-Jordaan.pdf
2376,BRAZIL,1991,Southern Hemisphere,Fall,24-Apr-91,1991.04.24,N,1991.04.24-PauAmarelo.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.04.24-PauAmarelo.pdf
2377,USA,1991,Northern Hemisphere,Spring,16-Apr-91,1991.04.16.b,N,1991.04.16-Kohler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.04.16-Kohler.pdf
2378,USA,1991,Northern Hemisphere,Spring,16-Apr-91,1991.04.16.a,N,1991.04.16.b-BaltimoreAquarium.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.04.16.b-BaltimoreAquarium.pdf
2379,USA,1991,Northern Hemisphere,Spring,03-Apr-91,1991.04.03,N,1991.04.03-Wenke.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.04.03-Wenke.pdf
2380,AUSTRALIA,1991,Southern Hemisphere,Summer,03-Mar-91,1991.03.03,N,1991.03.03-Puliak.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.03.03-Puliak.pdf
2381,USA,1991,Northern Hemisphere,Winter,24-Feb-91,1991.02.24,N,1991.02.24-Franciscone_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.02.24-Franciscone_Collier.pdf
2382,SOUTH AFRICA,1991,Southern Hemisphere,Summer,12-Feb-91,1991.02.12,N,1991.02.12-Hayman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.02.12-Hayman.pdf
2383,AUSTRALIA,1991,Southern Hemisphere,Summer,19-Jan-91,1991.01.19,N,1991.01.19-Sproule.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.01.19-Sproule.pdf
2384,AUSTRALIA,1991,Southern Hemisphere,Summer,09-Jan-91,1991.01.09,N,1991.01.09-Kenny.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.01.09-Kenny.pdf
2385,AUSTRALIA,1991,Southern Hemisphere,Summer,Jan-91,1991.01.00,N,1991.01.00-Hodgson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1991.01.00-Hodgson.pdf
2386,SOUTH AFRICA,1990,Southern Hemisphere,Spring,26-Dec-90,1990.12.26,N,1990.12.26-NV-SouthAfrica.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.12.26-NV-SouthAfrica.pdf
2387,AUSTRALIA,1990,Southern Hemisphere,Spring,28-Nov-90,1990.11.28,N,1990.11.28-Pignolet.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.11.28-Pignolet.pdf
2388,USA,1990,Northern Hemisphere,Fall,03-Nov-90,1990.11.03,N,1990.11.03-Tavares_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.11.03-Tavares_Collier.pdf
2389,USA,1990,Northern Hemisphere,Fall,01-Nov-90,1990.11.01,N,1990.11.01-Cornell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.11.01-Cornell.pdf
2390,USA,1990,Northern Hemisphere,Fall,30-Oct-90,1990.10.30.b,N,1990.10.30.b-RobertSpratt.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.30.b-RobertSpratt.pdf
2391,USA,1990,Northern Hemisphere,Fall,30-Oct-90,1990.10.30.a,N,1990.10.30.a-Mark Evans.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.30.a-Mark Evans.pdf
2392,AUSTRALIA,1990,Southern Hemisphere,Spring,27-Oct-90,1990.10.27,N,1990.10.27-Coleman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.27-Coleman.pdf
2393,AUSTRALIA,1990,Southern Hemisphere,Spring,25-Oct-90,1990.10.25,N,1990.10.25-Goolwa-Surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.25-Goolwa-Surfer.pdf
2394,USA,1990,Northern Hemisphere,Fall,20-Oct-90,1990.10.20,N,1990.10.20-Demers.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.20-Demers.pdf
2395,USA,1990,Northern Hemisphere,Fall,15-Oct-90,1990.10.15,N,1990.10.15-Filzer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.15-Filzer.pdf
2396,USA,1990,Northern Hemisphere,Fall,12-Oct-90,1990.10.12,N,1990.10.12-GabeMartino.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.10.12-GabeMartino.pdf
2397,SOUTH AFRICA,1990,Southern Hemisphere,Winter,15-Sep-90,1990.09.15,N,1990.09.15-Gasant.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.09.15-Gasant.pdf
2398,USA,1990,Northern Hemisphere,Summer,08-Sep-90,1990.09.08,N,1990.09.08-Orr_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.09.08-Orr_Collier.pdf
2399,USA,1990,Northern Hemisphere,Summer,05-Sep-90,1990.09.05,N,1990.09.05 - Hinton_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.09.05 - Hinton_Collier.pdf
2400,USA,1990,Northern Hemisphere,Summer,30-Aug-90,1990.08.30,Y,1990.08.30-Mortimer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.30-Mortimer.pdf
2401,USA,1990,Northern Hemisphere,Summer,28-Aug-90,1990.08.28,N,1990.08.28-Swan_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.28-Swan_Collier.pdf
2402,USA,1990,Northern Hemisphere,Summer,19-Aug-90,1990.08.19.b,N,1990.08.19.b-Surfer.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.19.b-Surfer.pdf
2403,USA,1990,Northern Hemisphere,Summer,19-Aug-90,1990.08.19.a,N,1990.08.19.a-b-Allen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.08.19.a-b-Allen.pdf
2404,USA,1990,Northern Hemisphere,Summer,22-Jul-90,1990.07.22,N,1990.07.22-Greem.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.07.22-Greem.pdf
2405,USA,1990,Northern Hemisphere,Summer,08-Jul-90,1990.07.08,N,1990.07.08-Holloway.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.07.08-Holloway.pdf
2406,SOUTH AFRICA,1990,Southern Hemisphere,Fall,24-Jun-90,1990.06.24,Y,1990.06.24 - Price.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.06.24 - Price.pdf
2407,BAHAMAS,1990,Northern Hemisphere,Spring,23-Jun-90,1990.06.23,N,1990.06.23-Cease.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.06.23-Cease.pdf
2408,SOUTH AFRICA,1990,Southern Hemisphere,Fall,13-May-90,1990.05.13,N,1990.05.13-DoubleOne.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.13-DoubleOne.pdf
2409,AUSTRALIA,1990,Southern Hemisphere,Fall,10-May-90,1990.05.10,N,1990.05.10.b-Sydney-woman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.10.b-Sydney-woman.pdf
2410,AUSTRALIA,1990,Southern Hemisphere,Fall,10-May-90,1990.05.10,N,1990.05.10.a-German-male.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.10.a-German-male.pdf
2411,SOUTH AFRICA,1990,Southern Hemisphere,Fall,06-May-90,1990.05.06,N,1990.05.06-Forrester.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.05.06-Forrester.pdf
2412,SOUTH AFRICA,1990,Southern Hemisphere,Fall,14-Apr-90,1990.04.14,N,1990.04.14-Botha.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.14-Botha.pdf
2413,AUSTRALIA,1990,Southern Hemisphere,Fall,09-Apr-90,1990.04.09,N,1990.04.09-Fleming.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.09-Fleming.pdf
2414,AUSTRALIA,1990,Southern Hemisphere,Fall,08-Apr-90,1990.04.08,Y,1990.04.08-Bullen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.08-Bullen.pdf
2415,AUSTRALIA,1990,Southern Hemisphere,Fall,07-Apr-90,1990.04.07,N,1990.04.07-AmericanTourist.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.07-AmericanTourist.pdf
2416,AUSTRALIA,1990,Southern Hemisphere,Fall,06-Apr-90,1990.04.06,N,1990.04.06-TonyPatton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.06-TonyPatton.pdf
2417,USA,1990,Northern Hemisphere,Spring,01-Apr-90,1990.04.01,N,1990.04.01-Peacock.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.04.01-Peacock.pdf
2418,FIJI,1990,Southern Hemisphere,Summer,  24-Mar-1990,1990.03.24,N,1990.03.24-Rockefeller.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.03.24-Rockefeller.pdf
2419,REUNION,1990,Southern Hemisphere,Summer,05-Mar-90,1990.03.05,N,1990.03.05-Reunion.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.03.05-Reunion.pdf
2420,USA,1990,Northern Hemisphere,Winter,17-Feb-90,1990.02.17,Y,1990.02.17-Tanaka.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.02.17-Tanaka.pdf
2421,USA,1990,Northern Hemisphere,Winter,05-Feb-90,1990.02.05,N,1990.02.05-Ferguson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.02.05-Ferguson.pdf
2422,USA,1990,Northern Hemisphere,Winter,12-Jan-90,1990.01.12,N,1990.01.12-Sullivan_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.01.12-Sullivan_Collier.pdf
2423,USA,1990,Northern Hemisphere,1990,1990,1990.00.00,UNKNOWN,1990.00.00-NV-Pensacola.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1990.00.00-NV-Pensacola.pdf
2424,USA,1989,Northern Hemisphere,Fall,19-Dec-89,1989.12.19,N,1989.12.19-Sohswel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.19-Sohswel.pdf
2425,AUSTRALIA,1989,Southern Hemisphere,Spring,03-Dec-89,1989.12.03,UNKNOWN,1989.12.03-Johnson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.03-Johnson.pdf
2426,AUSTRALIA,1989,Southern Hemisphere,Spring,02-Dec-89,1989.12.02,Y,1989.12.02-Preston.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.12.02-Preston.pdf
2427,AUSTRALIA,1989,Southern Hemisphere,Spring,22-Nov-89,1989.11.22,N,1989.11.22-White.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.22-White.pdf
2428,SOUTH AFRICA,1989,Southern Hemisphere,Spring,18-Nov-89,1989.11.18,Y,1989.11.18-VanNiekerk.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.18-VanNiekerk.pdf
2429,USA,1989,Northern Hemisphere,Fall,12-Nov-89,1989.11.12,Y,1989.11.12-Malek.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.12-Malek.pdf
2430,AUSTRALIA,1989,Southern Hemisphere,Spring,02-Nov-89,1989.11.02,N,1989.11.02-Fredriksen.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.11.02-Fredriksen.pdf
2431,AUSTRALIA,1989,Southern Hemisphere,Spring,Reported 29-Oct-1989,1989.10.29.R,N,1989.10.29.R-Kaesler.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.29.R-Kaesler.pdf
2432,AUSTRALIA,1989,Southern Hemisphere,Spring,22-Oct-89,1989.10.22,N,1989.10.22-Jillet.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.22-Jillet.pdf
2433,USA,1989,Northern Hemisphere,Fall,14-Oct-89,1989.10.14,Y,1989.10.14-Mehl.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.14-Mehl.pdf
2434,USA,1989,Northern Hemisphere,Fall,11-Oct-89,1989.10.11,N,1989.10.11-Largent.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.11-Largent.pdf
2435,USA,1989,Northern Hemisphere,Fall,08-Oct-89,1989.10.08,Y,1989.10.08-Nunnally.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.08-Nunnally.pdf
2436,AUSTRALIA,1989,Southern Hemisphere,Spring,01-Oct-89,1989.10.01,UNKNOWN,1989.10.01-Benson.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.10.01-Benson.pdf
2437,SOUTH AFRICA,1989,Southern Hemisphere,Winter,17-Sep-89,1989.09.17,N,1989.09.17-GerjoVanNiekerk.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.17-GerjoVanNiekerk.pdf
2438,USA,1989,Northern Hemisphere,Summer,13-Sep-89,1989.09.13,N,1989.09.13-Swafford.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.13-Swafford.pdf
2439,USA,1989,Northern Hemisphere,Summer,10-Sep-89,1989.09.10,N,1989.09.10-DeCristo_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.10-DeCristo_Collier.pdf
2440,USA,1989,Northern Hemisphere,Summer,09-Sep-89,1989.09.09.b,N,1989.09.09-Tisserand_Collier.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.09-Tisserand_Collier.pdf
2441,USA,1989,Northern Hemisphere,Summer,09-Sep-89,1989.09.09.a,N,1989.09.09.a-Ballard.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1989.09.09.a-Ballard.pdf
